filename|commit_id|function_name|function_letter|function_startline|function_endline|function_complexity
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|__init__|M|163|166|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|__call__|M|168|190|6
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|EC2KeystoneAuth|C|193|275|10
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|__call__|M|196|275|10
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|NoAuth|C|278|296|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|__call__|M|281|296|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|Requestify|C|299|342|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|__init__|M|301|303|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|__call__|M|305|342|8
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|Authorizer|C|345|423|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|__init__|M|353|395|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|__call__|M|402|413|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_matches_any_role|M|415|423|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|Validator|C|426|462|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|validate_ec2_id|M|428|435|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|__init__|M|453|454|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|__call__|M|456|462|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|Executor|C|465|561|23
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|__call__|M|474|561|23
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/apirequest.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_underscore_to_camelcase|F|34|35|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/apirequest.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_underscore_to_xmlcase|F|38|40|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/apirequest.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_database_to_isoformat|F|43|45|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/apirequest.py|nova-fffcaea176b785c9715a180f6a629708db16536c|APIRequest|C|48|137|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/apirequest.py|nova-fffcaea176b785c9715a180f6a629708db16536c|__init__|M|49|53|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/apirequest.py|nova-fffcaea176b785c9715a180f6a629708db16536c|invoke|M|55|80|7
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/apirequest.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_render_response|M|82|107|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/apirequest.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_render_dict|M|109|116|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/apirequest.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_render_data|M|118|137|8
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|validate_ec2_id|F|85|91|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_state_description|F|113|121|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_parse_block_device_mapping|F|124|144|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_properties_get_mappings|F|147|148|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_format_block_device_mapping|F|151|180|11
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_format_mappings|F|183|204|10
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|CloudController|C|207|1661|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|__init__|M|212|221|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|__str__|M|223|224|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_enforce_valid_instance_ids|M|226|235|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_get_image_state|M|237|242|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|describe_availability_zones|M|244|251|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_describe_availability_zones|M|253|268|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_describe_availability_zones_verbose|M|270|315|10
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|describe_regions|M|317|334|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|describe_snapshots|M|336|358|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_format_snapshot|M|360|385|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|create_snapshot|M|387|400|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|delete_snapshot|M|402|406|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|describe_key_pairs|M|408|429|9
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|create_key_pair|M|431|443|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|import_key_pair|M|446|465|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|delete_key_pair|M|467|475|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|describe_security_groups|M|477|491|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_format_security_group|M|493|526|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_rule_args_to_dict|M|528|549|8
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_cidr_args_split|M|551|559|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_groups_args_split|M|561|574|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_rule_dict_last_step|M|576|598|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_validate_group_identifier|M|600|603|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_validate_rulevalues|M|605|608|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_validate_security_group_protocol|M|610|616|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|revoke_security_group_ingress|M|618|645|6
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|authorize_security_group_ingress|M|651|677|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_get_source_project_id|M|679|694|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|create_security_group|M|696|718|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|delete_security_group|M|720|731|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_password_data|M|733|748|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_console_output|M|750|765|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|describe_volumes|M|767|778|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_format_volume|M|780|820|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|create_volume|M|822|850|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|delete_volume|M|852|861|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|attach_volume|M|863|888|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|detach_volume|M|890|907|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_format_kernel_id|M|909|913|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_format_ramdisk_id|M|915|920|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|describe_instance_attribute|M|922|989|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|describe_instances|M|991|999|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|describe_instances_v6|M|1001|1010|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_format_describe_instances|M|1012|1013|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_format_run_instances|M|1015|1018|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_format_terminate_instances|M|1020|1037|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_format_instance_bdm|M|1039|1068|10
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_format_instance_root_device_name|M|1070|1073|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_format_instance_type|M|1075|1080|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_format_group_set|M|1082|1089|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_format_instances|M|1091|1185|18
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|describe_addresses|M|1187|1197|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_format_address|M|1199|1212|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|allocate_address|M|1214|1220|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|release_address|M|1222|1228|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|associate_address|M|1230|1264|6
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|disassociate_address|M|1266|1281|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|run_instances|M|1283|1321|6
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_ec2_ids_to_instances|M|1323|1331|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|terminate_instances|M|1333|1342|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|reboot_instances|M|1344|1350|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|stop_instances|M|1352|1359|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|start_instances|M|1361|1368|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_get_image|M|1370|1384|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_format_image|M|1386|1438|12
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|describe_images|M|1440|1453|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|deregister_image|M|1455|1460|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_register_image|M|1462|1466|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|register_image|M|1468|1494|8
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|describe_image_attribute|M|1496|1544|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|modify_image_attribute|M|1546|1573|8
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|update_image|M|1575|1578|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|create_image|M|1585|1661|9
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|CloudSecurityGroupAPI|C|1664|1690|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|raise_invalid_property|M|1665|1667|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|raise_group_already_exists|M|1669|1671|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|raise_invalid_group|M|1673|1675|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|raise_invalid_cidr|M|1677|1682|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|raise_over_quota|M|1684|1686|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|raise_not_found|M|1688|1690|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/ec2utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|image_type|F|33|47|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/ec2utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|id_to_glance_id|F|50|52|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/ec2utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|glance_id_to_id|F|55|62|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/ec2utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|ec2_id_to_glance_id|F|65|67|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/ec2utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|glance_id_to_ec2_id|F|70|72|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/ec2utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|ec2_id_to_id|F|75|80|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/ec2utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|image_ec2_id|F|83|91|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/ec2utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_ip_info_for_instance_from_nw_info|F|94|103|6
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/ec2utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_ip_info_for_instance|F|106|115|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/ec2utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_availability_zone_by_host|F|118|122|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/ec2utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|id_to_ec2_id|F|125|127|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/ec2utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|id_to_ec2_inst_id|F|130|139|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/ec2utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|ec2_inst_id_to_uuid|F|142|145|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/ec2utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_instance_uuid_from_int_id|F|148|149|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/ec2utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|id_to_ec2_snap_id|F|152|159|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/ec2utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|id_to_ec2_vol_id|F|162|169|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/ec2utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|ec2_vol_id_to_uuid|F|172|178|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/ec2utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|is_ec2_timestamp_expired|F|181|211|9
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/ec2utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_int_id_from_instance_uuid|F|214|220|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/ec2utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_int_id_from_volume_uuid|F|223|229|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/ec2utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_volume_uuid_from_int_id|F|232|233|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/ec2utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|ec2_snap_id_to_uuid|F|236|242|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/ec2utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_int_id_from_snapshot_uuid|F|245|251|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/api/ec2/ec2utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_snapshot_uuid_from_int_id|F|254|255|1
